id,time,Simulation_reset
6.0,48.0,
3.0,48.1,
4.0,48.1,
5.0,48.1,
43.0,49.6,
44.0,49.6,
45.0,49.6,
46.0,49.6,
47.0,49.6,
48.0,49.6,
49.0,49.6,
50.0,49.6,
51.0,49.6,
52.0,49.6,
13.0,49.7,
14.0,49.7,
15.0,49.7,
16.0,49.7,
17.0,49.7,
18.0,49.7,
19.0,49.7,
20.0,49.7,
21.0,49.7,
22.0,49.7,
23.0,49.7,
24.0,49.7,
25.0,49.7,
26.0,49.7,
27.0,49.7,
28.0,49.7,
29.0,49.7,
30.0,49.7,
31.0,49.7,
32.0,49.7,
33.0,49.7,
34.0,49.7,
35.0,49.7,
36.0,49.7,
37.0,49.7,
38.0,49.7,
39.0,49.7,
40.0,49.7,
41.0,49.7,
42.0,49.7,
83.0,50.2,
84.0,50.2,
85.0,50.2,
86.0,50.2,
87.0,50.2,
88.0,50.2,
89.0,50.2,
90.0,50.2,
91.0,50.2,
92.0,50.2,
53.0,50.300000000000004,
54.0,50.300000000000004,
55.0,50.300000000000004,
56.0,50.300000000000004,
57.0,50.300000000000004,
58.0,50.300000000000004,
59.0,50.300000000000004,
60.0,50.300000000000004,
61.0,50.300000000000004,
62.0,50.300000000000004,
63.0,50.300000000000004,
64.0,50.300000000000004,
65.0,50.300000000000004,
66.0,50.300000000000004,
67.0,50.300000000000004,
68.0,50.300000000000004,
69.0,50.300000000000004,
70.0,50.300000000000004,
71.0,50.300000000000004,
72.0,50.300000000000004,
73.0,50.300000000000004,
74.0,50.300000000000004,
75.0,50.300000000000004,
76.0,50.300000000000004,
77.0,50.300000000000004,
78.0,50.300000000000004,
79.0,50.300000000000004,
80.0,50.300000000000004,
81.0,50.300000000000004,
82.0,50.300000000000004,
113.0,50.9,
114.0,50.9,
115.0,50.9,
116.0,50.9,
117.0,50.9,
118.0,50.9,
119.0,50.9,
120.0,50.9,
121.0,50.9,
122.0,50.9,
11.0,51.1,
8.0,51.2,
9.0,51.2,
10.0,51.2,
83.0,60.300000000000004,
84.0,60.300000000000004,
85.0,60.300000000000004,
86.0,60.300000000000004,
87.0,60.300000000000004,
88.0,60.300000000000004,
89.0,60.300000000000004,
90.0,60.300000000000004,
91.0,60.300000000000004,
92.0,60.300000000000004,
53.0,60.4,
54.0,60.4,
55.0,60.4,
56.0,60.4,
57.0,60.4,
58.0,60.4,
59.0,60.4,
60.0,60.4,
61.0,60.4,
62.0,60.4,
63.0,60.4,
64.0,60.4,
65.0,60.4,
66.0,60.4,
67.0,60.4,
68.0,60.4,
69.0,60.4,
70.0,60.4,
71.0,60.4,
72.0,60.4,
73.0,60.4,
74.0,60.4,
75.0,60.4,
76.0,60.4,
77.0,60.4,
78.0,60.4,
79.0,60.4,
80.0,60.4,
81.0,60.4,
82.0,60.4,
11.0,61.300000000000004,
8.0,61.4,
9.0,61.4,
10.0,61.4,
113.0,64.2,
114.0,64.2,
115.0,64.2,
116.0,64.2,
117.0,64.2,
118.0,64.2,
119.0,64.2,
120.0,64.2,
121.0,64.2,
122.0,64.2,
83.0,70.4,
84.0,70.4,
85.0,70.4,
86.0,70.4,
87.0,70.4,
88.0,70.4,
89.0,70.4,
90.0,70.4,
91.0,70.4,
92.0,70.4,
53.0,70.5,
54.0,70.5,
55.0,70.5,
56.0,70.5,
57.0,70.5,
58.0,70.5,
59.0,70.5,
60.0,70.5,
61.0,70.5,
62.0,70.5,
63.0,70.5,
64.0,70.5,
65.0,70.5,
66.0,70.5,
67.0,70.5,
68.0,70.5,
69.0,70.5,
70.0,70.5,
71.0,70.5,
72.0,70.5,
73.0,70.5,
74.0,70.5,
75.0,70.5,
76.0,70.5,
77.0,70.5,
78.0,70.5,
79.0,70.5,
80.0,70.5,
81.0,70.5,
82.0,70.5,
11.0,71.4,
8.0,71.5,
9.0,71.5,
10.0,71.5,
83.0,80.5,
84.0,80.5,
85.0,80.5,
86.0,80.5,
87.0,80.5,
88.0,80.5,
89.0,80.5,
90.0,80.5,
91.0,80.5,
92.0,80.5,
53.0,80.60000000000001,
54.0,80.60000000000001,
55.0,80.60000000000001,
56.0,80.60000000000001,
57.0,80.60000000000001,
58.0,80.60000000000001,
59.0,80.60000000000001,
60.0,80.60000000000001,
61.0,80.60000000000001,
62.0,80.60000000000001,
63.0,80.60000000000001,
64.0,80.60000000000001,
65.0,80.60000000000001,
66.0,80.60000000000001,
67.0,80.60000000000001,
68.0,80.60000000000001,
69.0,80.60000000000001,
70.0,80.60000000000001,
71.0,80.60000000000001,
72.0,80.60000000000001,
73.0,80.60000000000001,
74.0,80.60000000000001,
75.0,80.60000000000001,
76.0,80.60000000000001,
77.0,80.60000000000001,
78.0,80.60000000000001,
79.0,80.60000000000001,
80.0,80.60000000000001,
81.0,80.60000000000001,
82.0,80.60000000000001,
11.0,81.5,
8.0,81.60000000000001,
9.0,81.60000000000001,
10.0,81.60000000000001,
3.0,86.10000000000001,
5.0,86.2,
6.0,86.2,
4.0,86.5,
83.0,90.60000000000001,
84.0,90.60000000000001,
85.0,90.60000000000001,
86.0,90.60000000000001,
87.0,90.60000000000001,
88.0,90.60000000000001,
